Runtime (em: downsample): 1.6689300537109375e-06
Runtime (cy: downsample): 2.379638195037842
Runtime (cy (older): downsample): 6.9141387939453125e-06
         879806 function calls (864749 primitive calls) in 3.646 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:279(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:282(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:291(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:297(InvalidHeaderError)
        1    0.000    0.000    0.001    0.001 tarfile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:300(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:307(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:331(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:575(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:605(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:709(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:720(TarInfo)
        1    0.000    0.000    0.013    0.013 tdi.py:1(<module>)
        4    0.000    0.000    0.000    0.000 tdi.py:125(_join_i8_wrapper)
        6    0.000    0.000    0.000    0.000 tdi.py:42(_td_index_cmp)
        1    0.012    0.012    0.012    0.012 tdi.py:86(TimedeltaIndex)
        1    0.000    0.000    0.000    0.000 tempfile.py:118(_sanitize_params)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        3    0.000    0.000    0.001    0.000 tempfile.py:146(rng)
        3    0.000    0.000    0.001    0.000 tempfile.py:157(__next__)
        3    0.000    0.000    0.000    0.000 tempfile.py:160(<listcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:235(_get_candidate_names)
        1    0.000    0.000    0.007    0.007 tempfile.py:24(<module>)
        1    0.000    0.000    0.001    0.001 tempfile.py:249(_mkstemp_inner)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.001    0.001 tempfile.py:571(TemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:629(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 tempfile.py:97(_infer_return_type)
        1    0.000    0.000    0.000    0.000 terminal.py:13(<module>)
        1    0.000    0.000    0.018    0.018 test.py:1(<module>)
        1    0.000    0.000    0.000    0.000 test.py:33(TestCodec)
        1    0.000    0.000    0.008    0.008 test_numexpr.py:12(<module>)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:294(test_numexpr2)
        1    0.000    0.000    0.006    0.006 test_numexpr.py:299(test_evaluate)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:44(test_numexpr)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:564(Skip)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:671(test_int64)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:679(test_int32_int64)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:721(test_uint32_int64)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:750(test_strings)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:858(test_irregular_stride)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:876(test_zerodim)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:912(test_threading_config)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:924(test_threading)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:968(test_subprocess)
        1    0.004    0.004    3.648    3.648 test_profile.py:2(<module>)
        1    0.000    0.000    0.002    0.002 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:1980(TestSubDict)
        1    0.000    0.000    0.000    0.000 testing.py:2069(optional_args)
        1    0.000    0.000    0.000    0.000 testing.py:2293(SimpleMock)
        1    0.000    0.000    0.000    0.000 testing.py:2432(_AssertRaisesContextmanager)
        1    0.000    0.000    0.000    0.000 testing.py:2546(RNGContext)
        1    0.000    0.000    0.000    0.000 testing.py:2640(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 testing.py:2652(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 testing.py:2664(SubclassedSparseSeries)
        1    0.000    0.000    0.000    0.000 testing.py:2676(SubclassedSparseDataFrame)
        1    0.000    0.000    0.000    0.000 testing.py:2688(SubclassedCategorical)
        1    0.000    0.000    0.000    0.000 testing.py:62(set_testing_mode)
        1    0.000    0.000    0.000    0.000 testing.py:78(TestCase)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:233(_wrap_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        2    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
      555    0.002    0.000    0.022    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 tfidf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tfidf.py:10(TfIdf)
        1    0.000    0.000    0.000    0.000 theil_sen.py:199(TheilSenRegressor)
        1    0.000    0.000    0.000    0.000 theil_sen.py:4(<module>)
        1    0.000    0.000    0.000    0.000 threaded.py:18(_thread_get_id)
        1    0.000    0.000    0.001    0.001 threaded.py:5(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1092(ident)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
        2    0.000    0.000    0.000    0.000 threading.py:1226(current_thread)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        1    0.000    0.000    0.000    0.000 threading.py:498(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
       13    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 ticker.py:1034(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1050(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1110(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1130(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1155(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1253(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:1353(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1382(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1428(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1448(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1529(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:1570(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1627(MaxNLocator)
        1    0.000    0.000    0.015    0.015 ticker.py:167(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1867(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2056(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:212(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:2226(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2318(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2329(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:238(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:2393(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:259(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:312(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:334(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:345(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:378(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:398(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:417(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:438(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:489(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:799(LogFormatter)
        1    0.000    0.000    0.000    0.000 tile.py:3(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tnc.py:33(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 token_ordering.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token_similarity_measure.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token_similarity_measure.py:6(TokenSimilarityMeasure)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:113(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:137(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        1    0.000    0.000    0.003    0.003 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:355(detect_encoding)
        2    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
        2    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:448(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(TokenInfo)
        1    0.000    0.000    0.000    0.000 tokenizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenizer.py:1(Tokenizer)
        1    0.000    0.000    0.000    0.000 tokenizer.py:12(__init__)
        1    0.000    0.000    0.001    0.001 tokenizers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 toplevel.py:119(set_releasegil)
        1    0.000    0.000    0.000    0.000 toplevel.py:143(compressor_list)
       12    0.000    0.000    0.000    0.000 toplevel.py:199(clib_info)
        1    0.000    0.000    0.000    0.000 toplevel.py:26(detect_number_of_cores)
        1    0.000    0.000    0.000    0.000 toplevel.py:55(set_nthreads)
        1    0.000    0.000    0.000    0.000 toplevel.py:9(<module>)
        1    0.000    0.000    0.004    0.004 traceback.py:1(<module>)
       47    0.000    0.000    0.008    0.000 traceback.py:196(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
      141    0.000    0.000    0.000    0.000 traceback.py:239(__init__)
      141    0.000    0.000    0.006    0.000 traceback.py:279(line)
      188    0.000    0.000    0.000    0.000 traceback.py:286(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
       47    0.001    0.000    0.008    0.000 traceback.py:313(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:426(TracebackException)
        1    0.000    0.000    0.000    0.000 transforms.py:1060(TransformedBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1130(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1534(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1655(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1714(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1803(Affine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2031(IdentityTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2077(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2193(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2280(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2409(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:249(BboxBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2498(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2542(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2582(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2606(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2643(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2672(TransformedPath)
        1    0.000    0.000    0.011    0.011 transforms.py:30(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:59(TransformNode)
        1    0.000    0.000    0.000    0.000 transforms.py:776(Bbox)
        1    0.000    0.000    0.000    0.000 tree.py:1020(ExtraTreeRegressor)
        1    0.000    0.000    0.014    0.014 tree.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tree.py:535(DecisionTreeClassifier)
        1    0.000    0.000    0.000    0.000 tree.py:74(BaseDecisionTree)
        1    0.000    0.000    0.000    0.000 tree.py:800(DecisionTreeRegressor)
        1    0.000    0.000    0.000    0.000 tree.py:970(ExtraTreeClassifier)
        1    0.000    0.000    0.001    0.001 trf.py:95(<module>)
        1    0.000    0.000    0.001    0.001 trf_linear.py:2(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:139(eye)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.068    0.068 type_check.py:3(<module>)
      189    0.000    0.000    0.000    0.000 types.py:135(__get__)
        1    0.000    0.000    0.000    0.000 tz.py:1082(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:1450(_ContextWrapper)
        1    0.000    0.000    0.000    0.000 tz.py:149(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:267(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:312(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:325(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:35(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:721(tzrange)
        1    0.000    0.000    0.000    0.000 tz.py:83(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:882(tzstr)
        1    0.000    0.000    0.001    0.001 tz.py:9(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:988(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:999(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tzfile.py:16(_byte_string)
        1    0.000    0.000    0.000    0.000 tzfile.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:149(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:16(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:59(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 units.py:117(Registry)
        1    0.000    0.000    0.000    0.000 units.py:121(__init__)
        1    0.000    0.000    0.000    0.000 units.py:44(<module>)
        1    0.000    0.000    0.000    0.000 units.py:54(AxisInfo)
        1    0.000    0.000    0.000    0.000 units.py:75(ConversionInterface)
        1    0.000    0.000    0.001    0.001 univariate_selection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:292(_BaseFilter)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:349(SelectPercentile)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:422(SelectKBest)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:493(SelectFpr)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:544(SelectFdr)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:606(SelectFwe)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:658(GenericUnivariateSelect)
        2    0.000    0.000    0.001    0.001 unsupervised.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unsupervised.py:9(NearestNeighbors)
        3    0.000    0.000    0.003    0.001 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
        2    0.000    0.000    0.000    0.000 util.py:136(register_after_fork)
        1    0.000    0.000    0.000    0.000 util.py:147(Finalize)
        1    0.000    0.000    0.000    0.000 util.py:322(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 util.py:339(ForkAwareLocal)
        2    0.000    0.000    0.000    0.000 util.py:48(debug)
        1    0.000    0.000    0.000    0.000 util.py:72(find_library)
        3    0.000    0.000    0.000    0.000 util.py:75(_compose2)
        2    0.000    0.000    0.000    0.000 util.py:80(compose)
        5    0.000    0.000    0.003    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1003(SafeEval)
        1    0.000    0.000    0.000    0.000 utils.py:11(<module>)
       40    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:118(detect_number_of_threads)
        1    0.000    0.000    0.000    0.000 utils.py:136(CacheDict)
        2    0.000    0.000    0.000    0.000 utils.py:141(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1605(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1638(WarningManager)
        1    0.000    0.000    0.000    0.000 utils.py:184(IndexCallable)
        1    0.000    0.000    0.000    0.000 utils.py:1865(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1906(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:1971(suppress_warnings)
        1    0.000    0.000    0.015    0.015 utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:46(KnownFailureException)
        1    0.000    0.000    0.008    0.008 utils.py:5(<module>)
       40    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:544(Dispatch)
        1    0.000    0.000    0.000    0.000 utils.py:546(__init__)
    18/10    0.000    0.000    0.000    0.000 utils.py:550(register)
     18/8    0.000    0.000    0.000    0.000 utils.py:552(wrapper)
        2    0.000    0.000    0.000    0.000 utils.py:562(register_lazy)
        2    0.000    0.000    0.000    0.000 utils.py:567(wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
       70    0.000    0.000    0.007    0.000 utils.py:573(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:61(set_vml_num_threads)
       40    0.000    0.000    0.000    0.000 utils.py:69(__init__)
       40    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:77(set_num_threads)
        1    0.000    0.000    0.000    0.000 utils.py:918(methodcaller)
        1    0.000    0.000    0.000    0.000 utils.py:946(MethodCache)
        1    0.000    0.000    0.000    0.000 utils.py:963(SerializableLock)
        2    0.000    0.000    0.000    0.000 utils.py:97(detect_number_of_cores)
        1    0.000    0.000    0.000    0.000 utils_test.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils_test.py:16(GetFunctionTestMixin)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        4    0.000    0.000    0.000    0.000 uuid.py:106(__init__)
        1    0.000    0.000    0.003    0.003 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:58(UUID)
        2    0.000    0.000    0.267    0.134 validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 validation.py:25(DataConversionWarning)
        1    0.000    0.000    0.000    0.000 validation.py:31(NonBLASDotWarning)
        1    0.000    0.000    0.000    0.000 validation.py:37(NotFittedError)
       14    0.000    0.000    0.000    0.000 validators.py:113(_check_for_invalid_keys)
       14    0.000    0.000    0.000    0.000 validators.py:129(validate_kwargs)
        4    0.000    0.000    0.000    0.000 validators.py:159(validate_args_and_kwargs)
       14    0.000    0.000    0.000    0.000 validators.py:31(_check_for_default_values)
        1    0.000    0.000    0.000    0.000 validators.py:4(<module>)
        4    0.000    0.000    0.000    0.000 validators.py:9(_check_arg_length)
        1    0.000    0.000    0.000    0.000 variance_threshold.py:12(VarianceThreshold)
        1    0.000    0.000    0.000    0.000 variance_threshold.py:4(<module>)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:11(<module>)
        1    0.000    0.000    0.005    0.005 version.py:191(Version)
      453    0.004    0.000    0.012    0.000 version.py:198(__init__)
     1756    0.001    0.000    0.001    0.000 version.py:207(<genexpr>)
      452    0.001    0.000    0.003    0.000 version.py:236(__str__)
     1752    0.001    0.000    0.001    0.000 version.py:244(<genexpr>)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
     1359    0.000    0.000    0.000    0.000 version.py:298(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
       36    0.000    0.000    0.000    0.000 version.py:302(__init__)
       36    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
       36    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
       20    0.000    0.000    0.000    0.000 version.py:331(_cmp)
      453    0.000    0.000    0.000    0.000 version.py:332(_parse_local_version)
      453    0.002    0.000    0.003    0.000 version.py:343(_cmpkey)
      606    0.000    0.000    0.000    0.000 version.py:352(<lambda>)
        1    0.000    0.000    0.000    0.000 version.py:36(InvalidVersion)
        1    0.000    0.000    0.007    0.007 version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 version.py:42(_BaseVersion)
        1    0.000    0.000    0.000    0.000 version.py:45(__eq__)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
       12    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        2    0.000    0.000    0.000    0.000 version.py:57(__le__)
        5    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        1    0.000    0.000    0.000    0.000 voting_classifier.py:35(VotingClassifier)
        1    0.000    0.000    0.000    0.000 voting_classifier.py:7(<module>)
        6    0.000    0.000    0.001    0.000 warnings.py:119(filterwarnings)
        7    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
       13    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
        5    0.000    0.000    0.000    0.000 warnings.py:428(__init__)
        5    0.000    0.000    0.000    0.000 warnings.py:449(__enter__)
        5    0.000    0.000    0.000    0.000 warnings.py:468(__exit__)
        5    0.000    0.000    0.000    0.000 weakref.py:101(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:108(remove)
        2    0.000    0.000    0.000    0.000 weakref.py:155(__setitem__)
        5    0.000    0.000    0.000    0.000 weakref.py:261(update)
        2    0.000    0.000    0.000    0.000 weakref.py:305(__new__)
        2    0.000    0.000    0.000    0.000 weakref.py:310(__init__)
        4    0.000    0.000    0.000    0.000 weakref.py:325(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:377(__setitem__)
       12    0.000    0.000    0.000    0.000 weakref.py:399(get)
        1    0.000    0.000    0.001    0.001 weight_boosting.py:17(<module>)
        1    0.000    0.000    0.000    0.000 weight_boosting.py:295(AdaBoostClassifier)
        1    0.000    0.000    0.000    0.000 weight_boosting.py:50(BaseWeightBoosting)
        1    0.000    0.000    0.000    0.000 weight_boosting.py:848(AdaBoostRegressor)
        1    0.000    0.000    0.000    0.000 whitespace_tokenizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 whitespace_tokenizer.py:5(WhitespaceTokenizer)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 window.py:1167(RollingGroupby)
        1    0.000    0.000    0.001    0.001 window.py:1179(Expanding)
        1    0.000    0.000    0.000    0.000 window.py:1350(ExpandingGroupby)
        1    0.000    0.000    0.000    0.000 window.py:1387(EWM)
        1    0.000    0.000    0.000    0.000 window.py:345(Window)
        1    0.000    0.000    0.000    0.000 window.py:55(_Window)
        1    0.000    0.000    0.000    0.000 window.py:626(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 window.py:661(_Rolling)
        1    0.000    0.000    0.003    0.003 window.py:7(<module>)
        1    0.000    0.000    0.000    0.000 window.py:750(_Rolling_and_Expanding)
        1    0.000    0.000    0.001    0.001 window.py:999(Rolling)
        1    0.000    0.000    0.000    0.000 zeros.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zeros.py:20(RootResults)
        1    0.000    0.000    0.000    0.000 zipfile.py:1034(ZipFile)
        3    0.000    0.000    0.002    0.001 zipfile.py:1054(__init__)
        3    0.000    0.000    0.000    0.000 zipfile.py:1139(__enter__)
        3    0.000    0.000    0.000    0.000 zipfile.py:1142(__exit__)
        3    0.001    0.000    0.002    0.001 zipfile.py:1159(_RealGetContents)
        3    0.000    0.000    0.000    0.000 zipfile.py:1238(namelist)
        3    0.000    0.000    0.000    0.000 zipfile.py:1240(<listcomp>)
      149    0.000    0.000    0.000    0.000 zipfile.py:1269(getinfo)
        3    0.000    0.000    0.000    0.000 zipfile.py:1647(__del__)
        6    0.000    0.000    0.000    0.000 zipfile.py:1651(close)
        3    0.000    0.000    0.000    0.000 zipfile.py:1773(_fpclose)
        1    0.000    0.000    0.000    0.000 zipfile.py:1780(PyZipFile)
        3    0.000    0.000    0.000    0.000 zipfile.py:191(_EndRecData64)
        3    0.000    0.000    0.000    0.000 zipfile.py:234(_EndRecData)
        1    0.000    0.000    0.000    0.000 zipfile.py:295(ZipInfo)
      149    0.000    0.000    0.000    0.000 zipfile.py:320(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
      149    0.000    0.000    0.000    0.000 zipfile.py:436(_decodeExtra)
